Filmtitel,Szenen-ID,Szenenbeschreibung,Drehort,Drehortbeschreibung,Breitengrad (Drehort),Längengrad (Drehort),Szenenort,Breitengrad (Szenenort),Längengrad (Szenenort),Zeit im Film (sek),Zeit (chronologisch),Figuren,Links,Quelle,Anmerkung
Avengers,A1-113C,Iron Man fliegt in das Maul des dritten Leviathan und zündet Raketen.,"Park Ave, New York, NY, Vereinigte Staaten",Park Ave,40.74875873251768,-73.98016303402294,Park Ave,40.74875873251768,-73.98016303402294,02:01:40,2012,Tony Stark als Iron Man,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-new-york-mcu-location-scout/,MCU: Location Scout,null
Avengers,A1-113D,Iron Man wird von der Explosion im dritten Leviathan zu Boden geschleudert. Mehrere Chitari schießen auf den bereits verletzten Iron Man.,"999 Chester Ave, Cleveland, OH 44114, Vereinigte Staaten","999 Chester Ave, Cleveland",41.5016386400924,-81.68661829190293,null,null,null,02:01:47,2012,Tony Stark als Iron Man,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-cleveland-mcu-location-scout/,MCU: Location Scout,Keine Anhaltspunkte für eine Lokalisierung des Szenenortes
Avengers,A1-114,"Hawkeye gehen die Pfeile aus, weswegen er vom Dach auf dem er steht fliehen muss.","120 Park Ave, New York, NY, Vereinigte Staaten","120 Park Ave, New York",40.75180005421264,-73.97833311715434,"120 Park Ave, New York",40.75180005421264,-73.97833311715434,02:01:58,2012,Clint Barton als Hawkeye,null,null,null
Avengers,A1-115,Hulk wird von einer Überzahl an Chitari-Fahrzeugen unter Beschuss genommen.,"999 Chester Ave, Cleveland, OH 44114, Vereinigte Staaten","999 Chester Ave, Cleveland",41.5016386400924,-81.68661829190293,null,null,null,02:02:33,2012,Hulk,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-cleveland-mcu-location-scout/,MCU: Location Scout,Keine Anhaltspunkte für eine Lokalisierung des Szenenortes
Avengers,A1-116,"Nick Fury wird vom Sicherheitsrat die Befehlsgewalt abgesprochen und ein Jet hebt ab, mit dem Ziel eine Atombombe auf New York abzufeuern.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Brücke des S.H.I.E.L.D.-Carrier,null,null,02:02:49,2012,Maria Hill / Nick Fury,null,null,null
Avengers,A1-117,"Nich Fury schießt mit einem Raketenwerfen auf den Jet, der abheben will. Ein zweiter Jet folgt jedoch direkt und entkommt unbeschadet.","2200 Sunport Blvd, Albuquerque, NM 87106, Vereinigte Staaten",Albuquerque International Sunport,35.0496702473737,-106.6155157089473,Deck des S.H.I.E.L.D.-Carrier,null,null,02:03:06,2012,Nick Fury,https://mculocationscout.com/2020/07/26/shield-helicarrier-mcu-location-scout/,MCU: Location Scout,null
Avengers,A1-118,Nick Fury informiert Iron Man über die Atombombe.,"999 Chester Ave, Cleveland, OH 44114, Vereinigte Staaten","999 Chester Ave, Cleveland",41.5016386400924,-81.68661829190293,null,null,null,02:03:41,2012,Nick Fury / Tony Stark als Iron Man,null,null,Keine Anhaltspunkte für eine Lokalisierung des Szenenortes
Avengers,A1-119,Der Jet schießt die Atombombe auf New York ab.,New York / New Jersey Bight,New York / New Jersey Bight,40.4717690827091,-73.88711080625417,New York / New Jersey Bight,40.4717690827091,-73.88711080625417,02:03:54,2012,null,null,null,null
Avengers,A1-120,"Captain America wurde von den Chitari überlaufen, doch dank Thor ist die Situation unter Kontrolle.","E 9th St, Cleveland, OH, Vereinigte Staaten","E 9th St, Cleveland",41.49960405233552,-81.68618118240437,Grand Central - 42th St,40.752292044281376,-73.97753961079492,02:04:11,2012,Thor / Steve Roger als Captain America,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-cleveland-mcu-location-scout/,MCU: Location Scout,null
Avengers,A1-121,"Black Widow kann mit dem Zepter von Loki das Portal schließen, aber Iron Man plant die Atombombe durch das Portal zu lenken um New York zu retten.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Dach des Stark Turm,40.75344630782818,-73.9766453444253,02:04:38,2012,Natasha Romanov als Black Widow / Erik Selvig / Steve Rogers als Captain America / Tony Stark als Iron Man,null,null,"Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
Avengers,A1-122,Iron Man greift die Atombombe um ihre Flugbahn lenken zu können.,"Verrazzano-Narrows Bridge, Staten Island, NY, Vereinigte Staaten",Verrazano-Narrow Bridge,40.606557090268105,-74.04516721728298,Verrazano-Narrow Bridge,40.606557090268105,-74.04516721728298,02:04:58,2012,Tony Stark als Iron Man / Steve Roger als Captain America,https://mculocationscout.com/2020/07/26/verrazano-narrows-bridge-new-york-mcu-location-scout/,MCU: Location Scout,null
Avengers,A1-123,Pepper Potts sieht die Nachrichten von New York.,"5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Privatjet,null,null,02:05:29,2012,Pepper Potts,null,null,null
Avengers,A1-124,Nick Fury und Maria Hill verfolgen die Nachrichten von New York.,"5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Brücke des S.H.I.E.L.D.-Carrier,null,null,02:05:43,2012,Nick Fury / Maria Hill,null,null,null
Avengers,A1-125,Iron Man lenkt die Atombombe auf seinem Rücken in letzter  Sekunde in das Portal.,null,null,null,null,Portal,40.75344630782818,-73.9766453444253,02:05:49,2012,Tony Stark als Iron Man / Thor / Steve Rogers als Captain America / Bruce Banner als Hulk / Natasha Romanov als Black Widow / Erik Selvig,null,null,Keine Anhaltspunkte für eine Lokalisierung des Drehortes
Avengers,A1-126,"Die Brücke des S.H.I.E.L.D.-Carrier feiert die Live-Übertragung von Iron Man, der New York vor der Atombombe rettet.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Brücke des S.H.I.E.L.D.-Carrier,null,null,02:06:10,2012,Nick Fury / Maria Hill,null,null,null
Avengers,A1-127,Iron Man verliert die Stormzufuhr zu seinem Anzug nachdem er durch das Portal geflogen ist. Die Atombombe trifft das Raumschiff der Chitari und in New York sterben alle Aliens.,"5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Weltraum,null,null,02:06:21,2012,Tony Stark als Iron Man / Thor / Steve Rogers als Captain America,null,null,"Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
Avengers,A1-128,Black Widow schließt das Portal auf Befehl von Captain America. Iron Man fällt in letzter Sekunde zurück durch das Portal.,"5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Dach des Stark Turm,40.75344630782818,-73.9766453444253,02:07:00,2012,Thor / Steve Roger als Captain America / Natasha Romanov als Black Widow / Erik Selvig,null,null,null
Avengers,A1-129,Iron Man ist bewusstlos und fällt. Hulk schafft es ihn aufzufangen bevor er auf dem Boden aufschlägt. Durch einen Schrei von Hulk schreckt der tot geglaubte Iron Man auf.,"Park Ave Viadukt, New York, NY, Vereinigte Staaten",Park Ave Viadukt,40.752928145428584,-73.97637899939696,Park Ave Viadukt,40.752928145428584,-73.97637899939696,02:07:31,2012,Thor / Steve Roger als Captain America / Tony Stark als Iron Man / Hulk,https://mculocationscout.com/2020/07/26/grand-central-terminal-new-york-mcu-location-scout/,MCU: Location Scout,"Es ist anzunehmen, dass die Szene auch in Cleveland oder New Mexico gedreht wurden."
Avengers,A1-130,Die Avengers nehmen Loki gefangen.,"5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Stark Turm,40.75344630782818,-73.9766453444253,02:09:06,2012,Loki / Tony Stark als Iron Man / Thor / Steve Rogers als Captain America / Bruce Banner als Hulk / Natasha Romanov als Black Widow / Clint Barton als Hawkeye,null,null,null
Avengers,A1-131,Eine Reihe von Nachrichten über die Reaktionen der Leute aus New York auf die Avengers.,null,null,null,null,null,null,null,02:09:44,2012,null,null,null,null
Avengers,A1-132,Die Avengers versammeln sich zum letzten Mal und schauen zu wie Thor Loki und den Tesseract mit nach Asgard nimmt.,"72 Terrace Dr, New York, NY, Vereinigte Staaten",Bethesda Terrace Central Park,40.773703577718564,-73.97106563646251,Bethesda Terrace Central Park,40.773703577718564,-73.97106563646251,02:10:24,2012,Tony Stark / Thor / Loki / Bruce Banner / Steve Rogers / Natasha Romanov / Clint Barton,https://mculocationscout.com/movies/the-avengers-2012/,MCU: Location Scout,null
Avengers,A1-133,Der Sicherheitsrat befragt Nick Fury über die Avengers und den Tesseract,"5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Konferenzraum von Nick Fury,null,null,02:10:33,2012,Nick Fury,null,null,null
Avengers,A1-134,Thor und Loki teleportieren sich mit dem Tesseract nach Asgard.,"72 Terrace Dr, New York, NY, Vereinigte Staaten",Bethesda Terrace Central Park,40.773703577718564,-73.97106563646251,Bethesda Terrace Central Park,40.773703577718564,-73.97106563646251,02:11:07,2012,Tony Stark / Thor / Loki / Bruce Banner / Steve Rogers / Natasha Romanov / Clint Barton / Nick Fury,https://mculocationscout.com/movies/the-avengers-2012/,MCU: Location Scout,null
Avengers,A1-135,"Nick Fury sagt dem Sicherheitsrat, dass sich jetzt jeder der Macht der Avengers bewusst ist.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Konferenzraum von Nick Fury,null,null,02:11:40,2012,Nick Fury,null,null,null
Avengers,A1-136,"Maria Hill fragt Nick Fury waws passiert, wenn die Welt wieder in so eine Situation gerät. Nick Fury versichert ihr, dass die Avengers dann wieder zurück kommen.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Brücke des S.H.I.E.L.D.-Carrier,null,null,02:12:02,2012,Nick Fury / Maria Hill,null,null,null
Avengers,A1-137,Tony Stark und Pepper Potts arbeiten an dem Wiederaufbau des Stark Turms.,"5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Stark Turm,40.75344630782818,-73.9766453444253,02:12:40,2012,Tony Stark / Pepper Potts,null,null,"Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
Avengers,A1-138,Credits,null,null,null,null,null,null,null,02:13:10,2012,null,null,null,Credits
Avengers,A1-139,null,"5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Weltraum,null,null,02:15:07,2012,Thanos / Anführer der Chitari,null,null,"Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
Avengers,A1-140,Credits,null,null,null,null,null,null,null,02:15:56,2012,null,null,null,Credits
Avengers,A1-141,Die Avengers essen zusammen Shawarma.,"9340 W Pico Blvd, Los Angeles, CA 30095, Vereinigte Staaten",Shalom Grill,34.05488313345609,-118.39406684825661,Shawarma Palace,null,null,02:22:13,2012,Tony Stark als Iron Man / Thor / Steve Rogers als Captain America / Bruce Banner / Natasha Romanov als Black Widow / Clint Barton als Hawkeye,null,null,Keine Anhaltspunkte für eine Lokalisierung des Szenenortes
Avengers,A1-142,Credits,null,null,null,null,null,null,null,02:22:45,2012,null,null,null,Credits
