Szenen-ID,Szenenbeschreibung,Drehort,Drehortbeschreibung,Breitengrad (Drehort),Längengrad (Drehort),Szenenort,Längengrad (Szenenort),Breitengrad (Szenenort),Zeit im Film (sek),Zeit (chronologisch),Figuren,Links,Quelle,Anmerkung
A3-76,Thor zerstört einen Raumschiff.,"Grasfläche zwischen Chattahoochee Fluss und Browns Lake Road, Fairburn, GA 30213",Offene und freie Grasfläche in der Nähe von Bouckaert Farms in Fairburn und des Chattahoochee Flusses.,33.638830945176984,-84.72000146229287,Wakandas offene Grasfläche,null,null,02:03:56,2018,Thor,https://mculocationscout.com/2020/09/16/battle-plain-wakanda-mcu-location-scout/,MCU Location Scout,null
A3-77,"Thanos kommt auf die Erde. Die Avengers auf der Erde können es nicht mit ihm aufnehmen. Wanda zerstört den Stein. Thanos manipuliert die Zeit und nimmt den Stein an sich. Zuletzt fliegt Thor daher und schleudert seinen Hammer in Thanos Brust. Thanos schafft es aber noch, mit dem Finger zu schnippen.","Tallulah Gorge State Park, 
338 Jane Hurt Yarn Rd, Tallulah Falls, GA 30573",null,34.74272405077744,-83.39647325070196,Wakandas Wald,null,null,02:04:17,2018,Wanda Maximoff/ Vision/ Steve Rogers als Captain America/ Sam Wilson als Falcon/ Natascha Romanoff als Black Widow/ T'Challa/ Okoye/ Bruce Banner/ Thanos,https://mculocationscout.com/2020/09/16/forest-waterfall-wakanda-mcu-location-scout/,MCU Location Scout,null
A3-78,"In einem Traum (?) fragt Gamora als Kind, ob Thanos es geschafft hat.","Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,null,null,null,02:11:11,2018,Thanos/ Gamora (als Kind),null,null,"Keine Gewähr auf Richtigkeit, dass dies in den Trilith Studios gedreht wurde."
A3-79,"Thanos verschwindet. Bucky Barnes beginnt, sich aufzulösen.","Tallulah Gorge State Park, 
338 Jane Hurt Yarn Rd, Tallulah Falls, GA 30573",null,34.74272405077744,-83.39647325070196,Wakandas Wald,null,null,02:12:19,2018,Thor/ Thanos/ Steve Rogers als Captain America/ Bucky Barnes als Winter Soldier,https://mculocationscout.com/2020/09/16/forest-waterfall-wakanda-mcu-location-scout/,MCU Location Scout,null
A3-80,"Auf der offenen Landschaft, wo die Krieger sind, lösen sich einige zu Staub auf.","Grasfläche zwischen Chattahoochee Fluss und Browns Lake Road, Fairburn, GA 30213",Offene und freie Grasfläche in der Nähe von Bouckaert Farms in Fairburn und des Chattahoochee Flusses.,33.638830945176984,-84.72000146229287,Wakandas offene Grasfläche,null,null,02:13:12,2018,Krieger von Wakanda,https://mculocationscout.com/2020/09/16/battle-plain-wakanda-mcu-location-scout/,MCU Location Scout,null
A3-81,"T'Challa, Groot, Wanda und Falcon lösen sich auf. ","Tallulah Gorge State Park, 
338 Jane Hurt Yarn Rd, Tallulah Falls, GA 30573",null,34.74272405077744,-83.39647325070196,Wakandas Wald,null,null,02:13:25,2018,T'Challa/ Okoye/ Rocket/ Groot/ Sam Wilson/ James Rhodes,https://mculocationscout.com/2020/09/16/forest-waterfall-wakanda-mcu-location-scout/,MCU Location Scout,null
A3-82,"Mantis, Drax, Peter Quill, Peter Parker und Dr. Strange lösen sich zu Staub auf. ","Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,Titan,null,null,02:14:16,2018,Nebula/ Drax/ Tony Stark/ Peter Quill/ Peter Parker/ Mantis/ Stephen Strange als Dr. Strange,null,null,"Keine Gewähr auf Richtigkeit, dass dies in den Trilith Studios gedreht wurde."
A3-83,Captain America findet Vision tot auf. ,"Tallulah Gorge State Park, 
338 Jane Hurt Yarn Rd, Tallulah Falls, GA 30573",null,34.74272405077744,-83.39647325070196,Wakandas Wald,null,null,02:16:03,2018,Steve Rogers/ Bruce Banner/ Natascha Romanoff/ Thor/ James Rhodes/ Rocket,https://mculocationscout.com/2020/09/16/forest-waterfall-wakanda-mcu-location-scout/,MCU Location Scout,null
A3-84A,Thanos ist ein einer Hütte auf dem Planet 0259-S. ,"Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,"Planet 0259-S, Thanos Farm",null,null,02:16:39,2018,Thanos,https://mculocationscout.com/2020/09/16/thanos-farm-the-garden-mcu-location-scout/,MCU Location Scout,Hintergrundbilder wurden auf den Phillipinen gedreht.
A3-84B,Thanos ist ein einer Hütte auf dem Planet 0259-S. ,"Banaue Rice Terraves Main Viewdeck,
Nueva Vizcaya - Ifugao - Mountain Province Rd, Banaue, Ifugao, Philippines",null,16.924233634073154,121.05576527424648,"Planet 0259-S, Thanos Farm",null,null,02:16:39,2018,Thanos,https://mculocationscout.com/2020/09/16/thanos-farm-the-garden-mcu-location-scout/,MCU Location Scout,Hintergrundbild
A3-85,"Nick Fury und Maria Hill sitzen gerade im Auto, als Hill Aktivitäten in Wakanda meldet. Sie lösen sich beide zu Staub auf. ","100 Forsyth St NW,
Atlanta, GA 30303",null,33.75717190411373,-84.38877503892076,"100 Forsyth St NW,
Atlanta, GA 30303",33.75717190411373,-84.38877503892076,02:27:38,2018,Nick Fury/ Maria Hill,https://mculocationscout.com/2020/09/16/street-atlanta-mcu-location-scout/,MCU Location Scout,null
